Appr Gene (m),MGI ID,Appr Gene (h),HGNC ID,Ensembl (m),Ensembl (h),human ibaq protein group id,mouse ibaq protein group id,"iBAQ mPSD01 (Log2, normalised)","iBAQ mPSD02 (Log2, normalised)","iBAQ mPSD03 (Log2, normalised)","iBAQ hPSD01 (Log2, normalised)","iBAQ hPSD02 (Log2, normalised)","iBAQ hPSD03 (Log2, normalised)","iBAQ hPSD average (Log2, normalised)","iBAQ mPSD average (Log2, normalised)",Average fold change (mPSD from hDB/hPSD from mDB),t-test Significant (Perm 0.01),t-test p value
Rps17,MGI:1309526,RPS17,HGNC:10397,ENSMUSG00000061787,ENSG00000184779,1499,2002,-0.7199133,-1.13922,-0.872322,-0.4344555,-1.637965,-1.732612,-1.2683441666666666,-0.9104850999999999,1.2815227292390348,,0.457330935080343
Rps18,MGI:98146,RPS18,HGNC:10401,ENSMUSG00000008668,ENSG00000182498,455,1446,1.270114,0.383418,0.1311219,1.028219,0.2502404,-0.4995811,0.2596261,0.5948846333333333,1.2616034700002106,,0.581771797023155
Rps19,MGI:1333780,RPS19,HGNC:10402,ENSMUSG00000040952,ENSG00000105372,1318,157,0.6102974,-1.224699,-0.9294119,-0.6463072,-0.6568472,-2.624003,-1.3090524666666667,-0.5146045,1.734413590696122,,0.412538031900533
Rps25,MGI:1922867,RPS25,HGNC:10413,ENSMUSG00000009927,ENSG00000185641,439,238,0.3348892,-0.3253133,-0.4967024,2.51874,1.504357,0.5110582,1.5113850666666666,-0.1623755,0.3134352693072476,,0.0572286192754121
Rps26,MGI:1351628,RPS26P8,HGNC:31329,ENSMUSG00000025362,ENSG00000204652,1925,1270,-0.8331144,-1.408738,-0.8200117,-0.821005,-1.421155,-3.030378,-1.7575126666666667,-1.0206213666666668,1.6665808408901652,,0.344189516373085
Rps27,MGI:1888676,RPS27,HGNC:10416,ENSMUSG00000050621,ENSG00000177954,1912,1001,-1.111495,-0.580761,-0.7127325,0.6347766,-3.827036,0.1337778,-1.0194938666666669,-0.8016628333333333,1.1629838263376755,,0.885524104071597
Rps28,MGI:1859516,RPS28,HGNC:10418,ENSMUSG00000067288,NOT_FOUND,2233,914,1.683497,0.226781,0.2775114,0.8723702,0.001585325,0.5342913,0.46941560833333335,0.7292631333333333,1.1973521526366069,,0.655780432942008
Rps3,MGI:1350917,RPS3,HGNC:10420,ENSMUSG00000030744,ENSG00000149273,396,838,2.125182,1.923117,1.031461,0.3691363,0.6901875,0.8262433,0.6285223666666667,1.6932533333333335,2.091779768755941,,0.0424376645345681
Rps3a,MGI:1202063,RPS3A,HGNC:10421,ENSMUSG00000028081,ENSG00000178429,1996,1598,0.2020701,-0.1350739,-0.6828576,0.5871009,-0.3256279,-0.2600331,0.00047996666666666465,-0.20528713333333334,0.8670775279917552,,0.626536782390256
Rps8,MGI:98166,RPS8,HGNC:10441,ENSMUSG00000047675,ENSG00000214310,1356,2011,1.787815,0.2868144,-0.3824952,-0.865214,-0.6434056,-1.42761,-0.9787431999999999,0.5640447333333334,2.913569920733621,,0.0867257038001324
Rras2,MGI:1914172,RRAS2,HGNC:17271,ENSMUSG00000055723,ENSG00000133818,432,1534,-1.115391,-1.051766,-1.926279,2.328911,1.161296,2.194055,1.894754,-1.3644786666666668,0.10444152498785997,+,0.00216304050176053
Rtn4rl2,MGI:2669796,RTN4RL2,HGNC:23053,ENSMUSG00000050896,ENSG00000186907,1761,1689,-2.122769,-3.036667,-1.903187,-2.647163,-1.803661,-1.509218,-1.9866806666666665,-2.3542076666666665,0.7751100158022853,,0.492072984676275
Rufy3,MGI:106484,RUFY3,HGNC:30285,ENSMUSG00000029291,ENSG00000018189,1029,1911,-0.1520888,0.4251325,-0.8674369,1.926568,1.430099,2.398113,1.91826,-0.19813106666666666,0.23062310043389697,,0.0105432352749781
Sacm1l,MGI:1933169,SACM1L,HGNC:17059,ENSMUSG00000025240,ENSG00000211456,706,62,-2.822564,-2.114251,-2.018548,-5.324125,-1.70521,-0.7079331,-2.579089366666667,-2.318454333333333,1.1980059167172452,,0.863783285137796
Samm50,MGI:1915903,SAMM50,HGNC:24276,ENSMUSG00000022437,ENSG00000100347,1964,1024,-0.07336422,1.239125,0.9770919,1.646811,2.024166,1.424055,1.6983439999999999,0.7142842266666666,0.5055550939759109,,0.0877655134802651
Sbf1,MGI:1925230,SBF1,HGNC:10542,ENSMUSG00000036529,ENSG00000100241,935,2250,-0.7241575,-0.1344462,-0.1911151,-0.6556729,-0.0035372,0.8017621,0.047517333333333335,-0.34990626666666663,0.759212894254821,,0.437675714913368
Scai,MGI:2443716,SCAI,HGNC:26709,ENSMUSG00000035236,ENSG00000173611,1299,1406,1.891699,1.737609,1.917969,0.7294241,0.6552717,1.450775,0.9451569333333333,1.8490923333333333,1.8711632081358895,,0.0253902376363563
Scfd1,MGI:1924233,SCFD1,HGNC:20726,ENSMUSG00000020952,ENSG00000092108,1189,1092,-3.32618,-3.429522,-2.951011,-2.899526,-2.517852,-2.26811,-2.5618293333333333,-3.2355709999999998,0.6268787509743156,,0.045148967943609
Scrib,MGI:2145950,SCRIB,HGNC:30377,ENSMUSG00000022568,ENSG00000180900,1944,662,-4.966621,-3.815511,-4.904648,-3.604269,-3.130329,-2.476817,-3.0704716666666667,-4.56226,0.35557151690520983,,0.0397706975297394
Sdcbp,MGI:1337026,SDCBP,HGNC:10662,ENSMUSG00000028249,ENSG00000137575,1664,287,-1.761226,-1.850508,-2.299212,-0.06112863,-0.1157092,-0.4628271,-0.21322164333333335,-1.9703153333333334,0.2958435424508314,+,0.00108847666087142
Sec22b,MGI:1338759,SEC22B,HGNC:10700,ENSMUSG00000027879,NOT_FOUND,238,186,0.2941306,0.6372232,0.6740058,0.6820892,-1.73303,0.4643563,-0.19552816666666675,0.5351198666666667,1.659384290598648,,0.402338855926635
Sec23a,MGI:1349635,SEC23A,HGNC:10701,ENSMUSG00000020986,ENSG00000100934,570,483,-2.500782,-1.841387,-1.952669,-2.5099,-0.1384484,-1.68747,-1.4452728,-2.0982793333333336,0.6359536234101202,,0.418360200590409
Sec24c,MGI:1919746,SEC24C,HGNC:10705,ENSMUSG00000039367,ENSG00000176986,782,1202,-1.701679,-1.957467,-1.950967,-3.324623,-2.003147,-2.023225,-2.4503316666666666,-1.8700376666666667,1.495153907935787,,0.262399841408519
Sfn,MGI:1891831,SFN,HGNC:10773,ENSMUSG00000047281,ENSG00000175793,472,308,-0.2793831,0.07510518,-0.07085187,1.6943,0.5692559,0.8345488,1.0327015666666666,-0.09170993,0.4586890916360786,,0.0338818412864608
Sfxn3,MGI:2137679,SFXN3,HGNC:16087,ENSMUSG00000025212,ENSG00000107819,2315,575,-0.240289,-0.4483413,-1.220198,0.5695412,-0.5600028,-3.389525,-1.1266622,-0.6362761,1.4048207893704983,,0.707059759983245
Sfxn5,MGI:2137681,SFXN5,HGNC:16073,ENSMUSG00000033720,ENSG00000144040,1150,1023,-1.110716,-0.9260656,-1.563157,-0.6511125,-1.89676,-1.723108,-1.4236601666666668,-1.1999795333333334,1.1677088725001097,,0.632735558327123
Sgip1,MGI:1920344,SGIP1,HGNC:25412,ENSMUSG00000028524,ENSG00000118473,977,1997,-0.5117272,-0.1799292,-0.7949619,-0.529843,-0.2472193,0.3203913,-0.15222366666666667,-0.49553943333333333,0.7882276336054894,,0.325696526121875
Sh3gl2,MGI:700009,SH3GL2,HGNC:10831,ENSMUSG00000028488,ENSG00000107295,609,1584,0.2543457,0.7934131,1.322762,2.889207,3.725129,4.651532,3.7552893333333333,0.7901736,0.12805932951769902,,0.00758466785657408
Sh3pxd2a,MGI:1298393,SH3PXD2A,HGNC:23664,ENSMUSG00000053617,ENSG00000107957,1924,1329,-2.362504,-2.577265,-2.296161,-5.277577,-6.41118,-4.737331,-5.475362666666666,-2.4119766666666664,8.359322380662539,+,0.0036077523418396
Shank2,MGI:2671987,SHANK2,HGNC:14295,ENSMUSG00000037541,ENSG00000162105,2357,1673,3.188446,2.772647,3.376597,-0.4122926,0.4322382,0.08078029,0.03357529666666667,3.1125633333333336,8.450214930378044,+,0.000528374185727185
Shank3,MGI:1930016,SHANK3,HGNC:14294,ENSMUSG00000022623,ENSG00000099882,627,1677,4.524333,4.74373,4.25078,0.9551139,2.215051,2.211288,1.793817633333333,4.506281,6.554398395035211,+,0.00360188439166564
Shisa7,MGI:3605641,SHISA7,HGNC:35409,ENSMUSG00000053550,ENSG00000187902,2422,2377,1.995619,2.392668,2.150482,-2.08267,-0.3535632,-1.425115,-1.2871160666666666,2.1795896666666668,11.055602409792135,+,0.00257372587184337
Sipa1l1,MGI:2443679,SIPA1L1,HGNC:20284,ENSMUSG00000042700,ENSG00000197555,2020,1898,0.4278137,0.7850388,0.6928281,-4.035924,-2.234101,-1.567181,-2.612402,0.6352268666666667,9.498033644902499,,0.0120733740022708
skt,MGI:98314,NOT_FOUND,NOT_FOUND,NOT_FOUND,ENSG00000120549,1118,1847,1.517856,1.440881,1.578557,-1.150067,-0.5474933,-0.7243618,-0.8073073666666666,1.5124313333333335,4.992417890190773,+,0.000224035390161712
Slc12a2,MGI:101924,SLC12A2,HGNC:10911,ENSMUSG00000024597,ENSG00000064651,720,856,-2.721524,-3.160421,-2.483474,-0.8855013,-4.563272,-2.668191,-2.705654766666667,-2.7884729999999998,0.9442113738412709,,0.942568051087842
Slc12a5,MGI:1862037,SLC12A5,HGNC:13818,ENSMUSG00000017740,ENSG00000124140,1680,1994,-0.8232469,-1.310858,-1.349169,-2.047538,-2.706574,-1.838477,-2.1975296666666666,-1.1610913,2.051157630716943,,0.0292030182121253
Slc17a7,MGI:1920211,SLC17A7,HGNC:16704,ENSMUSG00000070570,ENSG00000104888,813,58,1.563273,1.015319,0.9572457,1.201556,1.373512,2.004739,1.5266023333333332,1.1786125666666667,0.7856780896244706,,0.326190834578328
Slc1a2,MGI:101931,SLC1A2,HGNC:10940,ENSMUSG00000005089,ENSG00000110436,1672,2058,1.998713,1.442065,0.7006913,-0.2874877,-0.4558797,0.228444,-0.17164113333333333,1.3804897666666667,2.932499576692122,,0.0223363242468854
Slc1a3,MGI:99917,SLC1A3,HGNC:10941,ENSMUSG00000005360,ENSG00000079215,513,182,3.402001,3.046772,3.46862,1.737421,2.295971,1.348634,1.7940086666666666,3.3057976666666664,2.851634341142162,,0.00768130023440867
Slc25a11,MGI:1915113,SLC25A11,HGNC:10981,ENSMUSG00000014606,ENSG00000108528,1447,1268,1.389632,0.777137,0.169737,1.344588,0.154769,-1.318662,0.06023166666666661,0.7788353333333333,1.6455885567569573,,0.443971852092349
Slc25a12,MGI:1926080,SLC25A12,HGNC:10982,ENSMUSG00000027010,ENSG00000115840,1879,1348,2.425469,0.5053604,0.553069,1.20359,0.5040518,0.2555604,0.6544007333333334,1.1612994666666667,1.4209922963883166,,0.505053521358066
Slc25a13,MGI:1354721,SLC25A13,HGNC:10983,ENSMUSG00000015112,ENSG00000004864,248,865,-2.296677,-2.171775,-5.712932,-0.6400325,-2.463077,-2.657343,-1.9201508333333335,-3.3937946666666665,0.3600717116921809,,0.328768804435896
Slc25a22,MGI:1915517,SLC25A22,HGNC:19954,ENSMUSG00000019082,ENSG00000177542,114,64,2.701824,2.729496,2.686604,3.682509,2.392008,2.021153,2.6985566666666667,2.705974666666666,1.0051550073483668,,0.988953814019263
Slc25a3,MGI:1353498,SLC25A3,HGNC:10989,ENSMUSG00000061904,ENSG00000075415,701,529,2.991856,2.989074,2.302419,3.525662,3.89429,3.596066,3.672006,2.7611163333333333,0.531857009846892,,0.023527737124766
Slc25a4,MGI:1353495,SLC25A4,HGNC:10990,ENSMUSG00000031633,ENSG00000151729,729,219,-0.7861459,-2.633695,-4.733008,3.293737,2.645695,1.863456,2.6009626666666668,-2.7176162999999995,0.025058103385220052,,0.0118251669529919
Slc25a5,MGI:1353496,SLC25A5,HGNC:10991,ENSMUSG00000016319,ENSG00000005022,257,608,4.122319,3.584254,2.337164,0.9794341,-0.6448253,-1.40341,-0.35626706666666674,3.3479123333333334,13.033741662007337,,0.0135674036711153
Slc27a1,MGI:1347098,SLC27A1,HGNC:10995,ENSMUSG00000031808,ENSG00000130304,2034,378,-4.652761,-3.391865,-3.41896,-2.31835,-3.719508,-3.93355,-3.323802666666667,-3.8211953333333337,0.7083858665283331,,0.490136712429464
Slc2a1,MGI:95755,SLC2A1,HGNC:11005,ENSMUSG00000028645,ENSG00000117394,1464,1354,1.808347,0.1630718,1.450494,3.864594,0.4695815,-0.03178383,1.4341305566666664,1.1406376,0.8159242041301548,,0.835165646499968
Slc4a4,MGI:1927555,SLC4A4,HGNC:11030,ENSMUSG00000060961,ENSG00000080493,2414,2353,1.225752,-0.05902549,-0.1749812,-3.461554,-1.934735,-2.262208,-2.5528323333333334,0.33058177,7.378942650900895,,0.0111081978545237
Slc8a2,MGI:107996,SLC8A2,HGNC:11069,ENSMUSG00000030376,ENSG00000118160,365,991,1.563795,1.040727,1.286417,-2.195617,-0.8032331,-1.661608,-1.5534860333333331,1.2969796666666669,7.212331455967885,+,0.00275203409360893
Slc9a3r2,MGI:1890662,SLC9A3R2,HGNC:11076,ENSMUSG00000002504,ENSG00000065054,1868,1345,-3.334721,-2.855865,-1.992238,-0.2340926,0.2346382,0.2212949,0.07394683333333332,-2.727608,0.14343262963629597,+,0.00267053971009767
Snap25,MGI:98331,SNAP25,HGNC:11132,ENSMUSG00000027273,ENSG00000132639,375,556,6.304341,5.788702,5.329381,5.76019,5.707852,6.266277,5.911439666666666,5.807474666666667,0.9304722308263198,,0.770596910601784
Snap91,MGI:109132,SNAP91,HGNC:14986,ENSMUSG00000033419,ENSG00000065609,230,446,1.743704,1.30366,1.087151,-0.1720649,0.05350219,0.9708451,0.28409413,1.3781716666666668,2.1347654045159516,,0.0519134808670257
Snd1,MGI:1929266,SND1,HGNC:30646,ENSMUSG00000001424,ENSG00000197157,1139,470,1.694152,1.343281,1.621858,1.086607,-0.2652683,0.655372,0.4922369,1.553097,2.0861748781805263,,0.0619785930236795
Snx1,MGI:1928395,SNX1,HGNC:11172,ENSMUSG00000032382,ENSG00000028528,1291,2125,-0.2650119,0.01268301,0.2935205,1.405396,2.292296,2.261081,1.9862576666666667,0.013730536666666663,0.2548063029500371,+,0.00403840426368185
Snx12,MGI:1919331,SNX12,HGNC:14976,ENSMUSG00000046032,ENSG00000147164,2022,2037,-2.950082,-3.385951,-4.921161,-1.029331,-0.9720672,-2.051896,-1.3510980666666665,-3.752398,0.18929393157429605,,0.0257101125241652
Snx27,MGI:1923992,SNX27,HGNC:20073,ENSMUSG00000028136,ENSG00000143376,2177,116,-3.293899,-2.973586,-2.051413,-1.995492,-1.019716,-0.899525,-1.3049110000000002,-2.7729660000000003,0.3614692930455858,,0.0448382583895461
Sorbs1,MGI:700014,SORBS1,HGNC:14565,ENSMUSG00000025006,ENSG00000095637,251,2029,-0.3384414,-0.1934723,0.01715452,-1.094438,-0.6014079,-0.4411243,-0.7123234000000002,-0.17158639333333336,1.4547154748872708,,0.0715677217239888
Sorbs2,MGI:1924574,SORBS2,HGNC:24098,ENSMUSG00000031626,ENSG00000154556,2437,2217,1.005265,1.027027,1.034438,-1.581777,-0.4318524,-1.267684,-1.0937711333333333,1.0222433333333332,4.334947335972223,+,0.00351565546696389
Specc1,MGI:2442356,SPECC1,HGNC:30615,ENSMUSG00000042331,ENSG00000128487,1554,1740,-0.9023628,-1.760708,-1.305721,-2.743123,-3.009868,-2.31125,-2.688080333333333,-1.3229306,2.5760306042468946,,0.0130982780721782
Spna2,MGI:98386,SPTAN1,HGNC:11273,ENSMUSG00000057738,ENSG00000197694,2363,2270,7.615469,7.583601,7.653636,6.155394,7.271395,7.069184,6.8319909999999995,7.617568666666666,1.723782397557369,,0.0843800942935559
Spnb1,MGI:98387,SPTB,HGNC:11274,ENSMUSG00000021061,ENSG00000070182,1358,735,1.888922,2.228147,2.074326,3.967839,2.844408,2.802948,3.205065,2.063798333333333,0.4533613577489186,,0.0442599169813718
Spnb2,MGI:98388,SPTBN1,HGNC:11275,ENSMUSG00000020315,ENSG00000115306,192,1469,7.392737,7.264791,7.404693,6.224989,7.443051,7.151357,6.939799,7.354073666666667,1.3326285126560873,,0.325443620121235
Spnb3,MGI:1313261,SPTBN2,HGNC:11276,ENSMUSG00000067889,ENSG00000173898,436,832,5.217021,5.462996,5.52859,1.613358,3.581233,2.601048,2.598546333333333,5.402869,6.985302855709304,,0.00822485731610809
Spnb4,MGI:1890574,SPTBN4,HGNC:14896,ENSMUSG00000078782,ENSG00000160460,603,1301,0.8670115,0.8436587,0.7524918,0.4546756,0.9605318,0.2876488,0.5676187333333333,0.8210540000000001,1.1920421640520564,,0.284557592348338
Src,MGI:98397,SRC,HGNC:11283,ENSMUSG00000027646,ENSG00000197122,1767,1059,2.247399,2.735759,2.93646,0.9823092,1.556321,2.471617,1.6700824,2.6398726666666668,1.95855584732724,,0.11318432685062
Srcin1,MGI:1933179,SRCIN1,HGNC:29506,ENSMUSG00000038453,ENSG00000017373,1900,2389,5.448437,5.318789,5.023972,2.669449,2.451057,2.818823,2.646443,5.263732666666667,6.135962503593659,+,9.19799471127437e-05
Srgap3,MGI:2152938,SRGAP3,HGNC:19744,ENSMUSG00000030257,ENSG00000196220,1389,1542,-4.319434,-3.584363,-1.478877,-3.32645,-3.023287,-2.621819,-2.9905186666666665,-3.1275580000000005,0.9093834582239327,,0.88317835805988
Srpr,MGI:1914648,SRPR,HGNC:11307,ENSMUSG00000032042,ENSG00000182934,1431,363,-2,-0.9090898,-0.5855435,-1.991155,-3.150162,-4.247746,-3.129687666666667,-1.1648777666666665,3.903612640798903,,0.0653026225185095
Srprb,MGI:102964,SRPRB,HGNC:24085,ENSMUSG00000032553,ENSG00000144867,1603,115,-0.9838548,-0.6227863,-1.139811,-0.2657624,-1.156834,-1.239911,-0.8875024666666667,-0.9154840333333333,0.9807915354947209,,0.93966594476798
Ssr3,MGI:1914687,SSR3,HGNC:11325,ENSMUSG00000027828,ENSG00000114850,319,398,-0.1339058,-0.350583,-1.324299,-0.9503726,-0.6120136,-3.528006,-1.6967974000000001,-0.6029292666666666,2.1344555715033575,,0.331569586710104
Strn,MGI:1333757,STRN,HGNC:11424,ENSMUSG00000024077,ENSG00000115808,498,1679,0.3555487,0.04228977,0.06376256,-1.890837,-2.130708,-1.933405,-1.9849833333333333,0.15386701,4.404109512373864,+,6.87957646610156e-05
Stub1,MGI:1891731,STUB1,HGNC:11427,ENSMUSG00000039615,ENSG00000103266,805,2067,-1.285627,-1.349945,-1.295746,-0.6257098,-0.6474883,-0.8172947,-0.6968309333333335,-1.3104393333333333,0.6535600028701842,+,0.000652090754670764
Stx12,MGI:1931027,STX12,HGNC:11430,ENSMUSG00000028879,ENSG00000117758,1772,119,-1.908097,-2.963796,-3.138618,-2.200692,-3.295637,-3.481405,-2.992578,-2.6701703333333335,1.2504155863528739,,0.592084547400321
Stx16,MGI:1923396,STX16,HGNC:11431,ENSMUSG00000027522,ENSG00000124222,738,1119,-2.630841,-3.100102,-2.887286,-4.768187,-5.739843,-3.764657,-4.7575623333333334,-2.872743,3.693066736416194,,0.0324121485743426
Stx1a,MGI:109355,STX1A,HGNC:11433,ENSMUSG00000007207,ENSG00000106089,126,745,1.957074,2.636103,4.252497,2.08842,2.802175,3.293031,2.7278753333333334,2.948558,1.1652848553950885,,0.787415090091133
Stx1b,MGI:1930705,STX1B,HGNC:18539,ENSMUSG00000030806,ENSG00000099365,1945,154,3.759654,3.481309,2.880981,4.48913,4.314193,4.43084,4.411387666666667,3.373981333333333,0.4872025760969897,,0.0171772763634517
Stx6,MGI:1926235,STX6,HGNC:11441,ENSMUSG00000026470,ENSG00000135823,477,70,-1.626505,-1.454424,-2.664346,-3.093271,-2.785304,-2.16125,-2.6799416666666667,-1.9150916666666669,1.6991933204337857,,0.176719035213305
Stx7,MGI:1858210,STX7,HGNC:11442,ENSMUSG00000019998,ENSG00000079950,1539,1539,0.8289891,0.7972222,0.3833362,1.033631,0.5477154,0.01398334,0.5317765799999999,0.6698491666666667,1.1004339743756681,,0.695061996789245
Stxbp1,MGI:107363,STXBP1,HGNC:11444,ENSMUSG00000026797,ENSG00000136854,1098,1849,-2.846146,-2.331483,-2.83605,5.526147,6.182607,6.722121,6.143625,-2.6712263333333333,0.0022205744645548316,+,2.16215632089511e-05
Stxbp5,MGI:1926058,STXBP5,HGNC:19665,ENSMUSG00000019790,ENSG00000164506,1232,2189,-1.764588,-1.324978,-1.86826,-1.151814,-1.315526,-1.376319,-1.2812196666666666,-1.6526086666666666,0.7730378718625437,,0.107370306434788
Sucla2,MGI:1306775,SUCLA2,HGNC:11448,ENSMUSG00000022110,ENSG00000136143,1369,1271,-2.144561,-1.595453,-0.564991,-0.6519583,-1.493896,-0.5954653,-0.9137732,-1.4350016666666665,0.6967782680849707,,0.394284444269641
Suclg1,MGI:1927234,SUCLG1,HGNC:11449,ENSMUSG00000052738,ENSG00000163541,2368,1812,-3.140698,-1.35693,-2.518914,0.939541,-1.012047,-1.598529,-0.5570116666666667,-2.3388473333333333,0.2908131342063711,,0.127366570354114
Sv2a,MGI:1927139,SV2A,HGNC:20566,ENSMUSG00000038486,ENSG00000159164,2194,1998,-0.2874782,0.2066866,0.07996616,-1.027051,-0.7872681,-4.395684,-2.0700010333333334,-0.0002751466666666748,4.198069021885722,,0.152763776214057
Syn1,MGI:98460,SYN1,HGNC:11494,ENSMUSG00000037217,ENSG00000008056,1677,2173,7.413939,7.424222,7.32625,6.003695,7.355158,6.824106,6.727653,7.388137,1.580612803885852,,0.169254858700427
Syn2,MGI:103020,SYN2,HGNC:11495,ENSMUSG00000009394,ENSG00000157152,742,2052,3.96744,3.883693,3.310719,1.689556,3.574228,3.735615,2.9997996666666666,3.720617333333333,1.648115861538728,,0.354178622640073
Syn3,MGI:1351334,SYN3,HGNC:11496,ENSMUSG00000059602,ENSG00000185666,1655,1981,-1.436623,-1.352726,-1.595718,-0.9365128,-0.01638704,0.2115981,-0.24710058000000001,-1.461689,0.43089599070813117,,0.0274839283432877
Syncrip,MGI:1891690,SYNCRIP,HGNC:16918,ENSMUSG00000032423,ENSG00000135316,1928,1810,-1.323795,-0.737466,-0.511708,-2.025195,-2.569301,-2.011013,-2.201836333333333,-0.8576563333333334,2.5388585167517257,,0.0114806181309551
Syne1,MGI:1927152,SYNE1,HGNC:17089,ENSMUSG00000019769,ENSG00000131018,1517,1794,-7.904608,-7.232172,-9.381461,-9.328262,-8.087427,-8.818303,-8.744664,-8.172747,1.4864974619643858,,0.477034278002348
Syngap1,MGI:3039785,SYNGAP1,HGNC:11497,ENSMUSG00000067629,ENSG00000197283,1258,2202,5.821656,6.072604,6.050897,3.027092,3.605129,3.638191,3.4234706666666668,5.981718999999999,5.889921202685731,+,0.000280791780736925
Synj1,MGI:1354961,SYNJ1,HGNC:11503,ENSMUSG00000022973,ENSG00000159082,1797,2379,-1.102461,-0.7035519,-1.104725,-0.4818526,-0.6764405,-0.1141065,-0.4241332,-0.9702459666666666,0.6848629563329911,,0.0616284822933357
Synpo,MGI:1099446,SYNPO,HGNC:30672,ENSMUSG00000043079,ENSG00000171992,1966,1850,3.496449,3.033741,4.260464,2.990348,3.741393,2.703455,3.145065333333333,3.5968846666666665,1.3677640100179915,,0.393518328154884
Syp,MGI:98467,SYP,HGNC:11506,ENSMUSG00000031144,ENSG00000102003,888,2265,-0.06849942,-0.6667816,-0.5291318,-0.4210837,-1.94547,-0.1769732,-0.8478422999999999,-0.42147094,1.3438492976046605,,0.504517607021367
Syt1,MGI:99667,SYT1,HGNC:11509,ENSMUSG00000035864,ENSG00000067715,328,673,4.054797,4.326958,4.345033,1.980043,2.963714,3.975343,2.9730333333333334,4.242262666666666,2.4103277494634363,,0.0952989494517668
Syt7,MGI:1859545,SYT7,HGNC:11514,ENSMUSG00000024743,ENSG00000011347,446,1198,2.813169,2.575828,2.333029,1.080588,1.354013,1.39089,1.2751636666666666,2.5740086666666664,2.4603183440800565,+,0.0015651318524364
Tagln3,MGI:1926784,TAGLN3,HGNC:29868,ENSMUSG00000022658,ENSG00000144834,208,643,2.122792,1.720958,1.504682,2.621861,3.341834,1.686644,2.550113,1.7828106666666665,0.5875150307786167,,0.20850541851229
Taok1,MGI:1914490,TAOK1,HGNC:29259,ENSMUSG00000017291,ENSG00000160551,89,588,-1.607367,-2.577691,-2.336609,-1.317833,-1.79989,-1.248508,-1.4554103333333333,-2.173889,0.6077379689137714,,0.101648345277411
Taok2,MGI:1915919,TAOK2,HGNC:16835,ENSMUSG00000059981,ENSG00000149930,220,1866,-0.2831041,-1.177422,-0.5325539,-1.730257,-2.407167,-2.295648,-2.1443573333333332,-0.66436,2.789482176638163,,0.0120038908097669
Tbc1d24,MGI:2443456,TBC1D24,HGNC:29203,ENSMUSG00000036473,ENSG00000162065,1633,1907,-1.119578,0.06070203,-0.1015028,-0.6271165,-0.4328643,0.8131183,-0.0822875,-0.3867929233333333,0.8097197525820335,,0.629110365985033
Tcp1,MGI:98535,TCP1,HGNC:11655,ENSMUSG00000068039,ENSG00000120438,1547,1946,0.6972893,1.058679,1.717903,1.988209,1.007981,1.872819,1.623003,1.1579571,0.7244480282667152,,0.340366578470614
Tjp1,MGI:98759,TJP1,HGNC:11827,ENSMUSG00000030516,ENSG00000104067,1342,2417,-0.6238655,-0.4589605,-0.4678065,-1.461349,-0.6324556,-1.361064,-1.1516228666666668,-0.5168775,1.552663683196388,,0.0759354822172714
Tjp2,MGI:1341872,TJP2,HGNC:11828,ENSMUSG00000024812,ENSG00000119139,137,1520,-3.123329,-3.63097,-3.446608,-2.353396,-3.320199,-2.633817,-2.7691373333333336,-3.400302333333333,0.6456548278474329,,0.122584049154216
Tln2,MGI:1917799,TLN2,HGNC:15447,ENSMUSG00000052698,ENSG00000171914,1423,1208,-1.450304,-4.591883,-2.765941,-0.1849086,1.336362,0.6169007,0.5894513666666666,-2.936042666666667,0.08684014629826729,,0.0252122671566315
Tmod1,MGI:98775,TMOD1,HGNC:11871,ENSMUSG00000028328,ENSG00000136842,95,2187,2.026041,2.021713,2.779963,3.798738,2.414713,1.186103,2.466518,2.2759056666666666,0.8762337362529002,,0.8224340780156
Tmod2,MGI:1355335,TMOD2,HGNC:11872,ENSMUSG00000032186,ENSG00000128872,175,1784,4.504973,4.342629,4.220486,4.021721,4.123276,4.512678,4.219225000000001,4.356029333333333,1.0994670231093522,,0.468063691638592
Tnr,MGI:99516,TNR,HGNC:11953,ENSMUSG00000015829,ENSG00000116147,1176,1146,2.282675,1.27803,1.792927,1.774577,1.896829,1.580313,1.7505730000000002,1.7845439999999997,1.0238263200141104,,0.916500051383239
Tollip,MGI:1891808,TOLLIP,HGNC:16476,ENSMUSG00000025139,ENSG00000078902,1105,887,-3.707104,-4.165141,-4.621167,-2.807372,-2.617158,-2.354726,-2.5930853333333332,-4.164470666666666,0.3364851325888107,+,0.00595624586207566
Tom1l2,MGI:2443306,TOM1L2,HGNC:11984,ENSMUSG00000000538,ENSG00000175662,2038,1503,-3.913467,-3.454512,-3.739562,-1.347039,-2.300601,-0.5510172,-1.3995524,-3.7025136666666665,0.20264672053734223,,0.0116710951130292
Tomm20,MGI:1915202,TOMM20,HGNC:20947,ENSMUSG00000058779,ENSG00000173726,554,393,0.5119591,-0.281179,1.018436,1.471517,0.9583813,0.1127805,0.8475596,0.41640536666666667,0.7416681736076101,,0.475165703858981
Tomm70a,MGI:106295,TOMM70A,HGNC:11985,ENSMUSG00000022752,ENSG00000154174,517,2241,1.740705,1.393654,1.178733,2.096578,2.194406,1.51017,1.933718,1.4376973333333334,0.7090598604548859,,0.139141079810647
